route_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,direction_id,exceptional
L9D99,27,35473,"Juliánov",1,,0,0
L9D99,27,35474,"Čertova rokle",1,,1,0
L9D99,27,35475,"Juliánov",1,,0,0
L9D99,27,35476,"Čertova rokle",1,,1,0
L9D99,27,35477,"Juliánov",1,,0,0
L9D99,27,35478,"Čertova rokle",1,,1,0
L9D99,27,35479,"Juliánov",1,,0,0
L9D99,27,35480,"Čertova rokle",1,,1,0
L7D99,27,35481,"Starý Lískovec, smyčka",1,,0,0
L6D99,27,35482,"Královo Pole, nádraží",1,,1,0
L6D99,27,35483,"Starý Lískovec, smyčka",1,,0,0
L6D99,27,35484,"Královo Pole, nádraží",1,,1,0
L6D99,27,35485,"Starý Lískovec, smyčka",1,,0,0
L10D99,27,35486,"Geislerova",1,,1,1
L9D99,27,35487,"Čertova rokle",1,,1,0
L9D99,27,35488,"Juliánov",1,,0,0
L9D99,27,35489,"Čertova rokle",1,,1,0
L9D99,27,35490,"Juliánov",1,,0,0
L9D99,27,35491,"Čertova rokle",1,,1,0
L9D99,27,35492,"Juliánov",1,,0,0
L9D99,27,35493,"Čertova rokle",1,,1,0
L9D99,27,35494,"Juliánov",1,,0,0
L9D99,27,35495,"Čertova rokle",1,,1,0
L9D99,27,35496,"Juliánov",1,,0,0
L9D99,27,35497,"Čertova rokle",1,,1,0
L9D99,27,35498,"Juliánov",1,,0,0
L9D99,27,35499,"Čertova rokle",1,,1,0
L9D99,27,35500,"Juliánov",1,,0,0
L9D99,27,35501,"Čertova rokle",1,,1,0
L9D99,27,35502,"Juliánov",1,,0,0
L9D99,27,35503,"Čertova rokle",1,,1,0
L7D99,27,35504,"Starý Lískovec, smyčka",1,,0,0
L7D99,27,35505,"Vozovna Medlánky",1,,1,0
L9D99,27,35506,"Juliánov",1,,0,0
L9D99,27,35507,"Čertova rokle",1,,1,0
L9D99,27,35508,"Juliánov",1,,0,0
L9D99,27,35509,"Čertova rokle",1,,1,0
L9D99,27,35510,"Juliánov",1,,0,0
L9D99,27,35511,"Čertova rokle",1,,1,0
L9D99,27,35512,"Juliánov",1,,0,0
L9D99,27,35513,"Čertova rokle",1,,1,0
L9D99,27,35514,"Juliánov",1,,0,0
L9D99,27,35515,"Čertova rokle",1,,1,0
L9D99,27,35516,"Juliánov",1,,0,0
L9D99,27,35517,"Čertova rokle",1,,1,0
L9D99,27,35518,"Juliánov",1,,0,0
L9D99,27,35519,"Čertova rokle",1,,1,0
L9D99,27,35520,"Juliánov",1,,0,0
L9D99,27,35521,"Čertova rokle",1,,1,0
L9D99,27,35522,"Juliánov",1,,0,0
L9D99,27,35523,"Čertova rokle",1,,1,0
L7D99,27,35524,"Starý Lískovec, smyčka",1,,0,0
L7D99,27,35525,"Starý Lískovec, smyčka",1,,0,0
L7D99,27,35526,"Čertova rokle",1,,1,0
L9D99,27,35527,"Juliánov",1,,0,0
L9D99,27,35528,"Čertova rokle",1,,1,0
L9D99,27,35529,"Juliánov",1,,0,0
L9D99,27,35530,"Čertova rokle",1,,1,0
L9D99,27,35531,"Juliánov",1,,0,0
L9D99,27,35532,"Čertova rokle",1,,1,0
L9D99,27,35533,"Juliánov",1,,0,0
L9D99,27,35534,"Čertova rokle",1,,1,0
L9D99,27,35535,"Juliánov",1,,0,0
L9D99,27,35536,"Čertova rokle",1,,1,0
L9D99,27,35537,"Juliánov",1,,0,0
L9D99,27,35538,"Čertova rokle",1,,1,0
L9D99,27,35539,"Juliánov",1,,0,0
L9D99,27,35540,"Čertova rokle",1,,1,0
L9D99,27,35541,"Juliánov",1,,0,0
L9D99,27,35542,"Čertova rokle",1,,1,0
L7D99,27,35543,"Starý Lískovec, smyčka",1,,0,0
L7D99,27,35544,"Vozovna Medlánky",1,,1,0
L10D99,27,35545,"Ečerova",2,,0,1
L10D99,27,35546,"Novolíšeňská",2,,1,1
L10D99,27,35547,"Ečerova",2,,0,1
L10D99,27,35548,"Hlavní nádraží",2,,1,1
L10D99,27,35549,"Ečerova",2,,0,1
L10D99,27,35550,"Novolíšeňská",2,,1,1
L10D99,27,35551,"Ečerova",2,,0,1
L10D99,27,35552,"Hlavní nádraží",2,,1,1
L10D99,27,35553,"Geislerova",1,,1,1
L10D99,27,35554,"Ečerova",1,,0,1
L10D99,27,35555,"Geislerova",1,,1,1
L10D99,27,35556,"Ečerova",1,,0,1
L10D99,27,35557,"Stránská skála - smyčka",1,,1,1
L10D99,27,35558,"Ečerova",1,,0,1
L10D99,27,35559,"Geislerova",1,,1,1
L10D99,27,35560,"Ečerova",1,,0,1
L10D99,27,35561,"Novolíšeňská",1,,1,1
L10D99,27,35562,"Ečerova",1,,0,1
L10D99,27,35563,"Stránská skála - smyčka",1,,1,1
L10D99,27,35564,"Ečerova",1,,0,1
L10D99,27,35565,"Geislerova",1,,1,1
L10D99,27,35566,"Ečerova",1,,0,1
L10D99,27,35567,"Geislerova",1,,1,1
L10D99,27,35568,"Ečerova",1,,0,1
L10D99,27,35569,"Ečerova",2,,0,1
L10D99,27,35570,"Stránská skála - smyčka",2,,1,1
L10D99,27,35571,"Ečerova",2,,0,1
L10D99,27,35572,"Geislerova",2,,1,1
L10D99,27,35573,"Ečerova",2,,0,1
L10D99,27,35574,"Geislerova",2,,1,1
L10D99,27,35575,"Ečerova",2,,0,1
L10D99,27,35576,"Geislerova",2,,1,1
L10D99,27,35577,"Ečerova",2,,0,1
L10D99,27,35578,"Stránská skála - smyčka",2,,1,1
L10D99,27,35579,"Ečerova",2,,0,1
L10D99,27,35580,"Novolíšeňská",2,,1,1
L10D99,27,35581,"Ečerova",2,,0,1
L10D99,27,35582,"Hlavní nádraží",2,,1,1
L10D99,27,35583,"Ečerova",2,,0,1
L10D99,27,35584,"Stránská skála - smyčka",2,,1,1
L10D99,27,35585,"Ečerova",2,,0,1
L10D99,27,35586,"Hlavní nádraží",2,,1,1
L10D99,27,35587,"Ečerova",2,,0,1
L10D99,27,35588,"Geislerova",2,,1,1
L10D99,27,35589,"Ečerova",2,,0,1
L10D99,27,35590,"Stránská skála - smyčka",2,,1,1
L10D99,27,35591,"Ečerova",2,,0,1
L10D99,27,35592,"Hlavní nádraží",2,,1,1
L10D99,27,35593,"Novolíšeňská",1,,1,1
L10D99,27,35594,"Ečerova",1,,0,1
L10D99,27,35595,"Stránská skála - smyčka",1,,1,1
L10D99,27,35596,"Ečerova",1,,0,1
L10D99,27,35597,"Geislerova",1,,1,1
L10D99,27,35598,"Ečerova",1,,0,1
L10D99,27,35599,"Geislerova",1,,1,1
L10D99,27,35600,"Ečerova",1,,0,1
L10D99,27,35601,"Novolíšeňská",1,,1,1
L10D99,27,35602,"Ečerova",1,,0,1
L10D99,27,35603,"Stránská skála - smyčka",1,,1,1
L10D99,27,35604,"Ečerova",1,,0,1
L10D99,27,35605,"Geislerova",1,,1,1
L10D99,27,35606,"Ečerova",1,,0,1
L10D99,27,35607,"Stránská skála - smyčka",1,,1,1
L10D99,27,35608,"Ečerova",1,,0,1
L10D99,27,35609,"Hlavní nádraží",1,,1,1
L10D99,27,35610,"Ečerova",2,,0,1
L10D99,27,35611,"Geislerova",2,,1,1
L10D99,27,35612,"Ečerova",2,,0,1
L10D99,27,35613,"Geislerova",2,,1,1
L10D99,27,35614,"Ečerova",2,,0,1
L10D99,27,35615,"Stránská skála - smyčka",2,,1,1
L10D99,27,35616,"Ečerova",2,,0,1
L10D99,27,35617,"Geislerova",2,,1,1
L10D99,27,35618,"Ečerova",2,,0,1
L10D99,27,35619,"Geislerova",2,,1,1
L10D99,27,35620,"Ečerova",2,,0,1
L10D99,27,35621,"Novolíšeňská",2,,1,1
L10D99,27,35622,"Ečerova",2,,0,1
L10D99,27,35623,"Hlavní nádraží",2,,1,1
L10D99,27,35624,"Stránská skála - smyčka",1,,1,1
L10D99,27,35625,"Ečerova",1,,0,1
L10D99,27,35626,"Novolíšeňská",1,,1,1
L10D99,27,35627,"Ečerova",1,,0,1
L10D99,27,35628,"Geislerova",1,,1,1
L10D99,27,35629,"Ečerova",1,,0,1
L10D99,27,35630,"Geislerova",1,,1,1
L10D99,27,35631,"Ečerova",1,,0,1
L10D99,27,35632,"Stránská skála - smyčka",1,,1,1
L10D99,27,35633,"Ečerova",1,,0,1
L10D99,27,35634,"Novolíšeňská",1,,1,1
L10D99,27,35635,"Ečerova",1,,0,1
L10D99,27,35636,"Geislerova",1,,1,1
L10D99,27,35637,"Ečerova",1,,0,1
L10D99,27,35638,"Stránská skála - smyčka",1,,1,1
L10D99,27,35639,"Ečerova",1,,0,1
L10D99,27,35640,"Ečerova",2,,0,1
L10D99,27,35641,"Stránská skála - smyčka",2,,1,1
L10D99,27,35642,"Ečerova",2,,0,1
L10D99,27,35643,"Geislerova",2,,1,1
L10D99,27,35644,"Ečerova",2,,0,1
L10D99,27,35645,"Geislerova",2,,1,1
L10D99,27,35646,"Ečerova",2,,0,1
L10D99,27,35647,"Geislerova",2,,1,1
L10D99,27,35648,"Ečerova",2,,0,1
L10D99,27,35649,"Stránská skála - smyčka",2,,1,1
L10D99,27,35650,"Ečerova",2,,0,1
L10D99,27,35651,"Novolíšeňská",2,,1,1
L10D99,27,35652,"Ečerova",2,,0,1
L10D99,27,35653,"Geislerova",2,,1,1
L10D99,27,35654,"Ečerova",2,,0,1
L10D99,27,35655,"Geislerova",2,,1,1
L10D99,27,35656,"Ečerova",2,,0,1
L10D99,27,35657,"Hlavní nádraží",2,,1,1
L10D99,27,35658,"Stránská skála - smyčka",1,,1,1
L10D99,27,35659,"Ečerova",1,,0,1
L10D99,27,35660,"Novolíšeňská",1,,1,1
L10D99,27,35661,"Ečerova",1,,0,1
L10D99,27,35662,"Stránská skála - smyčka",1,,1,1
L10D99,27,35663,"Ečerova",1,,0,1
L10D99,27,35664,"Geislerova",1,,1,1
L10D99,27,35665,"Ečerova",1,,0,1
L10D99,27,35666,"Geislerova",1,,1,1
L10D99,27,35667,"Ečerova",1,,0,1
L10D99,27,35668,"Novolíšeňská",1,,1,1
L10D99,27,35669,"Ečerova",1,,0,1
L10D99,27,35670,"Stránská skála - smyčka",1,,1,1
L10D99,27,35671,"Ečerova",1,,0,1
L10D99,27,35672,"Ečerova",2,,0,1
L10D99,27,35673,"Geislerova",2,,1,1
L10D99,27,35674,"Ečerova",2,,0,1
L10D99,27,35675,"Geislerova",2,,1,1
L10D99,27,35676,"Ečerova",2,,0,1
L10D99,27,35677,"Stránská skála - smyčka",2,,1,1
L10D99,27,35678,"Ečerova",2,,0,1
L10D99,27,35679,"Geislerova",2,,1,1
L10D99,27,35680,"Ečerova",2,,0,1
L10D99,27,35681,"Geislerova",2,,1,1
L10D99,27,35682,"Ečerova",2,,0,1
L10D99,27,35683,"Novolíšeňská",2,,1,1
L10D99,27,35684,"Ečerova",2,,0,1
L10D99,27,35685,"Stránská skála - smyčka",2,,1,1
L10D99,27,35686,"Ečerova",2,,0,1
L10D99,27,35687,"Stránská skála - smyčka",2,,1,1
L10D99,27,35688,"Ečerova",2,,0,1
L10D99,27,35689,"Česká",2,,1,1
L10D99,27,35690,"Ečerova",2,,0,1
L10D99,27,35691,"Stránská skála - smyčka",2,,1,1
L10D99,27,35692,"Ečerova",2,,0,1
L10D99,27,35693,"Stránská skála - smyčka",2,,1,1
L10D99,27,35694,"Ečerova",2,,0,1
L10D99,27,35695,"Geislerova",2,,1,1
L10D99,27,35696,"Ečerova",2,,0,1
L10D99,27,35697,"Geislerova",2,,1,1
L10D99,27,35698,"Ečerova",2,,0,1
L10D99,27,35699,"Geislerova",2,,1,1
L10D99,27,35700,"Ečerova",2,,0,1
L10D99,27,35701,"Stránská skála - smyčka",2,,1,1
L10D99,27,35702,"Ečerova",2,,0,1
L10D99,27,35703,"Novolíšeňská",2,,1,1
L10D99,27,35704,"Ečerova",2,,0,1
L10D99,27,35705,"Hlavní nádraží",2,,1,1
L10D99,27,35706,"Stránská skála - smyčka",1,,1,1
L10D99,27,35707,"Ečerova",1,,0,1
L10D99,27,35708,"Novolíšeňská",1,,1,1
L10D99,27,35709,"Ečerova",1,,0,1
L10D99,27,35710,"Geislerova",1,,1,1
L10D99,27,35711,"Ečerova",1,,0,1
L10D99,27,35712,"Geislerova",1,,1,1
L10D99,27,35713,"Ečerova",1,,0,1
L10D99,27,35714,"Stránská skála - smyčka",1,,1,1
L10D99,27,35715,"Ečerova",1,,0,1
L10D99,27,35716,"Novolíšeňská",1,,1,1
L10D99,27,35717,"Ečerova",1,,0,1
L10D99,27,35718,"Geislerova",1,,1,1
L10D99,27,35719,"Ečerova",1,,0,1
L10D99,27,35720,"Ečerova",2,,0,1
L10D99,27,35721,"Novolíšeňská",2,,1,1
L10D99,27,35722,"Ečerova",2,,0,1
L10D99,27,35723,"Geislerova",2,,1,1
L10D99,27,35724,"Ečerova",2,,0,1
L10D99,27,35725,"Geislerova",2,,1,1
L10D99,27,35726,"Ečerova",2,,0,1
L10D99,27,35727,"Stránská skála - smyčka",2,,1,1
L10D99,27,35728,"Ečerova",2,,0,1
L10D99,27,35729,"Geislerova",2,,1,1
L10D99,27,35730,"Ečerova",2,,0,1
L10D99,27,35731,"Geislerova",2,,1,1
L10D99,27,35732,"Ečerova",2,,0,1
L10D99,27,35733,"Novolíšeňská",2,,1,1
L10D99,27,35734,"Ečerova",2,,0,1
L10D99,27,35735,"Hlavní nádraží",2,,1,1
L10D99,27,35736,"Ečerova",1,,0,1
L10D99,27,35737,"Novolíšeňská",1,,1,1
L10D99,27,35738,"Ečerova",1,,0,1
L10D99,27,35739,"Stránská skála - smyčka",1,,1,1
L10D99,27,35740,"Ečerova",1,,0,1
L10D99,27,35741,"Geislerova",1,,1,1
L10D99,27,35742,"Ečerova",1,,0,1
L10D99,27,35743,"Geislerova",1,,1,1
L10D99,27,35744,"Ečerova",1,,0,1
L10D99,27,35745,"Geislerova",1,,1,1
L10D99,27,35746,"Ečerova",1,,0,1
L10D99,27,35747,"Novolíšeňská",1,,1,1
L10D99,27,35748,"Ečerova",1,,0,1
L10D99,27,35749,"Stránská skála - smyčka",1,,1,1
L10D99,27,35750,"Ečerova",1,,0,1
L10D99,27,35751,"Stránská skála - smyčka",1,,1,1
L10D99,27,35752,"Ečerova",1,,0,1
L10D99,27,35753,"Stránská skála - smyčka",1,,1,1
L10D99,27,35754,"Ečerova",1,,0,1
L10D99,27,35755,"Ečerova",2,,0,1
L10D99,27,35756,"Novolíšeňská",2,,1,1
L10D99,27,35757,"Ečerova",2,,0,1
L10D99,27,35758,"Stránská skála - smyčka",2,,1,1
L10D99,27,35759,"Ečerova",2,,0,1
L10D99,27,35760,"Geislerova",2,,1,1
L10D99,27,35761,"Ečerova",2,,0,1
L10D99,27,35762,"Geislerova",2,,1,1
L10D99,27,35763,"Ečerova",2,,0,1
L10D99,27,35764,"Stránská skála - smyčka",2,,1,1
L10D99,27,35765,"Ečerova",2,,0,1
L10D99,27,35766,"Hlavní nádraží",2,,1,1
L10D99,27,35767,"Stránská skála - smyčka",1,,1,1
L10D99,27,35768,"Ečerova",1,,0,1
L10D99,27,35769,"Stránská skála - smyčka",1,,1,1
L10D99,27,35770,"Ečerova",1,,0,1
L10D99,27,35771,"Geislerova",1,,1,1
L10D99,27,35772,"Ečerova",1,,0,1
L10D99,27,35773,"Geislerova",1,,1,1
L10D99,27,35774,"Ečerova",1,,0,1
L10D99,27,35775,"Geislerova",1,,1,1
L10D99,27,35776,"Ečerova",1,,0,1
L10D99,27,35777,"Stránská skála - smyčka",1,,1,1
L10D99,27,35778,"Ečerova",1,,0,1
L10D99,27,35779,"Novolíšeňská",1,,1,1
L10D99,27,35780,"Ečerova",1,,0,1
L10D99,27,35781,"Geislerova",1,,1,1
L10D99,27,35782,"Ečerova",1,,0,1
L10D99,27,35783,"Geislerova",1,,1,1
L10D99,27,35784,"Ečerova",1,,0,1
L12D99,27,35785,"Komárov",1,,0,0
L12D99,27,35786,"Technologický park",1,,1,0
L12D99,27,35787,"Komárov",1,,0,0
L12D99,27,35788,"Technologický park",1,,1,0
L12D99,27,35789,"Komárov",1,,0,0
L12D99,27,35790,"Technologický park",1,,1,0
L12D99,27,35791,"Komárov",1,,0,0
L12D99,27,35792,"Technologický park",1,,1,0
L12D99,27,35793,"Komárov",1,,0,0
L12D99,27,35794,"Technologický park",1,,1,0
L12D99,27,35795,"Komárov",1,,0,0
L12D99,27,35796,"Technologický park",1,,1,0
L12D99,27,35797,"Komárov",1,,0,0
L12D99,27,35798,"Technologický park",1,,1,0
L12D99,27,35799,"Komárov",1,,0,0
L12D99,27,35800,"Technologický park",1,,1,0
L12D99,27,35801,"Komárov",1,,0,0
L12D99,27,35802,"Technologický park",1,,1,0
L12D99,27,35803,"Komárov",1,,0,0
L12D99,27,35804,"Technologický park",1,,1,0
L12D99,27,35805,"Komárov",1,,0,0
L12D99,27,35806,"Technologický park",1,,1,0
L12D99,27,35807,"Komárov",1,,0,0
L12D99,27,35808,"Technologický park",1,,1,0
L12D99,27,35809,"Komárov",1,,0,0
L12D99,27,35810,"Technologický park",1,,1,0
L12D99,27,35811,"Komárov",1,,0,0
L12D99,27,35812,"Technologický park",1,,1,0
L12D99,27,35813,"Komárov",1,,0,0
L12D99,27,35814,"Technologický park",1,,1,0
L12D99,27,35815,"Komárov",1,,0,0
L12D99,27,35816,"Technologický park",1,,1,0
L12D99,27,35817,"Komárov",1,,0,0
L12D99,27,35818,"Technologický park",1,,1,0
L12D99,27,35819,"Komárov",1,,0,0
L12D99,27,35820,"Technologický park",1,,1,0
L12D99,27,35821,"Komárov",1,,0,0
L12D99,27,35822,"Technologický park",1,,1,0
L12D99,27,35823,"Komárov",1,,0,0
L12D99,27,35824,"Technologický park",1,,1,0
L12D99,27,35825,"Komárov",1,,0,0
L12D99,27,35826,"Technologický park",1,,1,0
L12D99,27,35827,"Komárov",1,,0,0
L12D99,27,35828,"Technologický park",1,,1,0
L12D99,27,35829,"Technologický park",1,,1,0
L12D99,27,35830,"Komárov",1,,0,0
L12D99,27,35831,"Technologický park",1,,1,0
L12D99,27,35832,"Komárov",1,,0,0
L12D99,27,35833,"Technologický park",1,,1,0
L12D99,27,35834,"Komárov",1,,0,0
L12D99,27,35835,"Technologický park",1,,1,0
L12D99,27,35836,"Komárov",1,,0,0
L12D99,27,35837,"Technologický park",1,,1,0
L12D99,27,35838,"Komárov",1,,0,0
L12D99,27,35839,"Technologický park",1,,1,0
L12D99,27,35840,"Komárov",1,,0,0
L12D99,27,35841,"Technologický park",1,,1,0
L12D99,27,35842,"Komárov",1,,0,0
L12D99,27,35843,"Technologický park",1,,1,0
L12D99,27,35844,"Komárov",1,,0,0
L12D99,27,35845,"Technologický park",1,,1,0
L12D99,27,35846,"Komárov",1,,0,0
L12D99,27,35847,"Technologický park",1,,1,0
L12D99,27,35848,"Komárov",1,,0,0
L12D99,27,35849,"Komárov",1,,0,0
L12D99,27,35850,"Technologický park",1,,1,0
L12D99,27,35851,"Komárov",1,,0,0
L12D99,27,35852,"Technologický park",1,,1,0
L12D99,27,35853,"Komárov",1,,0,0
L12D99,27,35854,"Technologický park",1,,1,0
L12D99,27,35855,"Komárov",1,,0,0
L12D99,27,35856,"Technologický park",1,,1,0
L12D99,27,35857,"Komárov",1,,0,0
L12D99,27,35858,"Technologický park",1,,1,0
L12D99,27,35859,"Komárov",1,,0,0
L12D99,27,35860,"Technologický park",1,,1,0
L12D99,27,35861,"Komárov",1,,0,0
L12D99,27,35862,"Technologický park",1,,1,0
L12D99,27,35863,"Komárov",1,,0,0
L12D99,27,35864,"Technologický park",1,,1,0
L12D99,27,35865,"Komárov",1,,0,0
L12D99,27,35866,"Technologický park",1,,1,0
L12D99,27,35867,"Komárov",1,,0,0
L12D99,27,35868,"Technologický park",1,,1,0
L12D99,27,35869,"Komárov",1,,0,0
L12D99,27,35870,"Komárov",1,,0,0
L12D99,27,35871,"Technologický park",1,,1,0
L12D99,27,35872,"Komárov",1,,0,0
L12D99,27,35873,"Technologický park",1,,1,0
L12D99,27,35874,"Komárov",1,,0,0
L12D99,27,35875,"Technologický park",1,,1,0
L12D99,27,35876,"Komárov",1,,0,0
L12D99,27,35877,"Technologický park",1,,1,0
L12D99,27,35878,"Komárov",1,,0,0
L12D99,27,35879,"Technologický park",1,,1,0
L12D99,27,35880,"Komárov",1,,0,0
L12D99,27,35881,"Technologický park",1,,1,0
L12D99,27,35882,"Komárov",1,,0,0
L12D99,27,35883,"Technologický park",1,,1,0
L12D99,27,35884,"Komárov",1,,0,0
L12D99,27,35885,"Technologický park",1,,1,0
L12D99,27,35886,"Komárov",1,,0,0
L12D99,27,35887,"Technologický park",1,,1,0
L12D99,27,35888,"Komárov",1,,0,0
L12D99,27,35889,"Komárov",1,,0,0
L12D99,27,35890,"Technologický park",1,,1,0
L12D99,27,35891,"Komárov",1,,0,0
L12D99,27,35892,"Technologický park",1,,1,0
L12D99,27,35893,"Komárov",1,,0,0
L12D99,27,35894,"Technologický park",1,,1,0
L12D99,27,35895,"Komárov",1,,0,0
L12D99,27,35896,"Technologický park",1,,1,0
L12D99,27,35897,"Komárov",1,,0,0
L12D99,27,35898,"Technologický park",1,,1,0
L12D99,27,35899,"Komárov",1,,0,0
L12D99,27,35900,"Technologický park",1,,1,0
L12D99,27,35901,"Komárov",1,,0,0
L12D99,27,35902,"Technologický park",1,,1,0
L12D99,27,35903,"Komárov",1,,0,0
L12D99,27,35904,"Technologický park",1,,1,0
L12D99,27,35905,"Komárov",1,,0,0
L12D99,27,35906,"Technologický park",1,,1,0
L12D99,27,35907,"Komárov",1,,0,0
L12D99,27,35908,"Technologický park",1,,1,0
L12D99,27,35909,"Komárov",1,,0,0
L12D99,27,35910,"Komárov",1,,0,0
L12D99,27,35911,"Technologický park",1,,1,0
L12D99,27,35912,"Komárov",1,,0,0
L12D99,27,35913,"Technologický park",1,,1,0
L12D99,27,35914,"Komárov",1,,0,0
L12D99,27,35915,"Technologický park",1,,1,0
L12D99,27,35916,"Komárov",1,,0,0
L12D99,27,35917,"Technologický park",1,,1,0
L12D99,27,35918,"Komárov",1,,0,0
L12D99,27,35919,"Technologický park",1,,1,0
L12D99,27,35920,"Komárov",1,,0,0
L12D99,27,35921,"Technologický park",1,,1,0
L12D99,27,35922,"Komárov",1,,0,0
L12D99,27,35923,"Technologický park",1,,1,0
L12D99,27,35924,"Komárov",1,,0,0
L12D99,27,35925,"Technologický park",1,,1,0
L1D99,27,35926,"Pisárky",1,,0,1
L1D99,27,35927,"Řečkovice",1,,1,1
L1D99,27,35928,"Pisárky",1,,0,1
L1D99,27,35929,"Řečkovice",1,,1,1
L12D99,27,35930,"Komárov",1,,0,0
L12D99,27,35931,"Technologický park",1,,1,0
L12D99,27,35932,"Komárov",1,,0,0
L12D99,27,35933,"Technologický park",1,,1,0
L12D99,27,35934,"Komárov",1,,0,0
L12D99,27,35935,"Technologický park",1,,1,0
L12D99,27,35936,"Komárov",1,,0,0
L12D99,27,35937,"Technologický park",1,,1,0
L12D99,27,35938,"Komárov",1,,0,0
L12D99,27,35939,"Technologický park",1,,1,0
L12D99,27,35940,"Komárov",1,,0,0
L12D99,27,35941,"Technologický park",1,,1,0
L12D99,27,35942,"Komárov",1,,0,0
L12D99,27,35943,"Technologický park",1,,1,0
L12D99,27,35944,"Komárov",1,,0,0
L12D99,27,35945,"Technologický park",1,,1,0
L12D99,27,35946,"Komárov",1,,0,0
L12D99,27,35947,"Technologický park",1,,1,0
L12D99,27,35948,"Komárov",1,,0,0
L12D99,27,35949,"Technologický park",1,,1,0
L12D99,27,35950,"Komárov",1,,0,0
L12D99,27,35951,"Technologický park",1,,1,0
L12D99,27,35952,"Komárov",1,,0,0
L12D99,27,35953,"Technologický park",1,,1,0
L12D99,27,35954,"Komárov",1,,0,0
L12D99,27,35955,"Technologický park",1,,1,0
L12D99,27,35956,"Komárov",1,,0,0
L12D99,27,35957,"Technologický park",1,,1,0
L12D99,27,35958,"Komárov",1,,0,0
L12D99,27,35959,"Technologický park",1,,1,0
L12D99,27,35960,"Komárov",1,,0,0
L12D99,27,35961,"Technologický park",1,,1,0
L12D99,27,35962,"Komárov",1,,0,0
L12D99,27,35963,"Technologický park",1,,1,0
L12D99,27,35964,"Komárov",1,,0,0
L12D99,27,35965,"Technologický park",1,,1,0
L12D99,27,35966,"Komárov",1,,0,0
L12D99,27,35967,"Technologický park",1,,1,0
L1D99,27,35968,"Pisárky",1,,0,1
L1D99,27,35969,"Řečkovice",1,,1,1
L1D99,27,35970,"Pisárky",1,,0,1
L1D99,27,35971,"Řečkovice",1,,1,1
L12D99,27,35972,"Komárov",1,,0,0
L12D99,27,35973,"Technologický park",1,,1,0
L12D99,27,35974,"Komárov",1,,0,0
L12D99,27,35975,"Technologický park",1,,1,0
L12D99,27,35976,"Komárov",1,,0,0
L12D99,27,35977,"Technologický park",1,,1,0
L12D99,27,35978,"Komárov",1,,0,0
L12D99,27,35979,"Technologický park",1,,1,0
L12D99,27,35980,"Komárov",1,,0,0
L12D99,27,35981,"Technologický park",1,,1,0
L12D99,27,35982,"Komárov",1,,0,0
L12D99,27,35983,"Technologický park",1,,1,0
L12D99,27,35984,"Komárov",1,,0,0
L12D99,27,35985,"Technologický park",1,,1,0
L12D99,27,35986,"Komárov",1,,0,0
L12D99,27,35987,"Komárov",1,,0,0
L12D99,27,35988,"Technologický park",1,,1,0
L12D99,27,35989,"Komárov",1,,0,0
L12D99,27,35990,"Technologický park",1,,1,0
L12D99,27,35991,"Komárov",1,,0,0
L12D99,27,35992,"Technologický park",1,,1,0
L12D99,27,35993,"Komárov",1,,0,0
L12D99,27,35994,"Technologický park",1,,1,0
L12D99,27,35995,"Komárov",1,,0,0
L12D99,27,35996,"Technologický park",1,,1,0
L12D99,27,35997,"Komárov",1,,0,0
L12D99,27,35998,"Technologický park",1,,1,0
L12D99,27,35999,"Komárov",1,,0,0
L12D99,27,36000,"Technologický park",1,,1,0
L12D99,27,36001,"Komárov",1,,0,0
L12D99,27,36002,"Technologický park",1,,1,0
L12D99,27,36003,"Komárov",1,,0,0
L12D99,27,36004,"Technologický park",1,,1,0
L12D99,27,36005,"Komárov",1,,0,0
L12D99,27,36006,"Technologický park",1,,1,0
L12D99,27,36007,"Technologický park",1,,1,0
L12D99,27,36008,"Komárov",1,,0,0
L12D99,27,36009,"Technologický park",1,,1,0
L12D99,27,36010,"Komárov",1,,0,0
L12D99,27,36011,"Technologický park",1,,1,0
L12D99,27,36012,"Komárov",1,,0,0
L12D99,27,36013,"Technologický park",1,,1,0
L12D99,27,36014,"Komárov",1,,0,0
L12D99,27,36015,"Technologický park",1,,1,0
L12D99,27,36016,"Komárov",1,,0,0
L12D99,27,36017,"Technologický park",1,,1,0
L12D99,27,36018,"Komárov",1,,0,0
L12D99,27,36019,"Technologický park",1,,1,0
L12D99,27,36020,"Komárov",1,,0,0
L12D99,27,36021,"Technologický park",1,,1,0
L12D99,27,36022,"Komárov",1,,0,0
L12D99,27,36023,"Technologický park",1,,1,0
L12D99,27,36024,"Komárov",1,,0,0
L12D99,27,36025,"Technologický park",1,,1,0
L12D99,27,36026,"Komárov",1,,0,0
L12D99,27,36027,"Technologický park",1,,1,0
L25D99,27,36028,"Štefánikova čtvrť",1,,0,1
L25D99,27,36029,"Osová",1,,1,1
L25D99,27,36030,"Štefánikova čtvrť",1,,0,1
L26D99,27,36031,"Kamenný vrch",1,,1,1
L26D99,27,36032,"Štefánikova čtvrť",1,,0,1
L25D99,27,36033,"Osová",1,,1,1
L25D99,27,36034,"Štefánikova čtvrť",1,,0,1
L26D99,27,36035,"Kamenný vrch",1,,1,1
L26D99,27,36036,"Štefánikova čtvrť",1,,0,1
L25D99,27,36037,"Osová",1,,1,1
