route_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,direction_id,exceptional
L503D99,51,16144,"Modřice, Olympia",1,,1,0
L503D99,51,16145,"Úzká",1,,0,0
L503D99,51,16146,"Modřice, Olympia",1,,1,0
L503D99,51,16147,"Úzká",1,,0,0
L503D99,51,16148,"Modřice, Olympia",1,,1,0
L503D99,51,16149,"Úzká",1,,0,0
L503D99,51,16150,"Modřice, Olympia",1,,1,0
L503D99,51,16151,"Úzká",1,,0,0
L503D99,51,16152,"Modřice, Olympia",1,,1,0
L503D99,51,16153,"Úzká",1,,0,0
L503D99,51,16154,"Modřice, Olympia",1,,1,0
L503D99,51,16155,"Úzká",1,,0,0
L503D99,51,16156,"Modřice, Olympia",1,,1,0
L503D99,51,16157,"Úzká",1,,0,0
L503D99,51,16158,"Modřice, Olympia",1,,1,0
L503D99,51,16159,"Úzká",1,,0,0
L503D99,51,16160,"Modřice, Olympia",1,,1,0
L503D99,51,16161,"Úzká",1,,0,0
L503D99,51,16162,"Modřice, Olympia",1,,1,0
L503D99,51,16163,"Úzká",1,,0,0
L503D99,51,16164,"Modřice, Olympia",1,,1,0
L503D99,51,16165,"Úzká",1,,0,0
L503D99,51,16166,"Modřice, Olympia",1,,1,0
L503D99,51,16167,"Úzká",1,,0,0
L503D99,51,16168,"Modřice, Olympia",1,,1,0
L503D99,51,16169,"Úzká",1,,0,0
L503D99,51,16170,"Modřice, Olympia",1,,1,0
L503D99,51,16171,"Úzká",1,,0,0
L503D99,51,16172,"Modřice, Olympia",1,,1,0
L503D99,51,16173,"Úzká",1,,0,0
L503D99,51,16174,"Modřice, Olympia",1,,1,0
L503D99,51,16175,"Úzká",1,,0,0
L503D99,51,16176,"Modřice, Olympia",1,,1,0
L503D99,51,16177,"Úzká",1,,0,0
L503D99,51,16178,"Modřice, Olympia",1,,1,0
L503D99,51,16179,"Úzká",1,,0,0
L503D99,51,16180,"Modřice, Olympia",1,,1,0
L503D99,51,16181,"Úzká",1,,0,0
L503D99,51,16182,"Modřice, Olympia",1,,1,0
L503D99,51,16183,"Úzká",1,,0,0
L503D99,51,16184,"Modřice, Olympia",1,,1,0
L503D99,51,16185,"Úzká",1,,0,0
L503D99,51,16186,"Modřice, Olympia",1,,1,0
L503D99,51,16187,"Úzká",1,,0,0
L503D99,51,16188,"Modřice, Olympia",1,,1,0
L503D99,51,16189,"Úzká",1,,0,0
L503D99,51,16190,"Modřice, Olympia",1,,1,0
L503D99,51,16191,"Úzká",1,,0,0
L503D99,51,16192,"Modřice, Olympia",1,,1,0
L503D99,51,16193,"Úzká",1,,0,0
L503D99,51,16194,"Modřice, Olympia",1,,1,0
L503D99,51,16195,"Úzká",1,,0,0
L503D99,51,16196,"Modřice, Olympia",1,,1,0
L503D99,51,16197,"Úzká",1,,0,0
L503D99,51,16198,"Modřice, Olympia",1,,1,0
L503D99,51,16199,"Úzká",1,,0,0
L503D99,51,16200,"Modřice, Olympia",1,,1,0
L503D99,51,16201,"Úzká",1,,0,0
L503D99,51,16202,"Modřice, Olympia",1,,1,0
L503D99,51,16203,"Úzká",1,,0,0
L503D99,51,16204,"Modřice, Olympia",1,,1,0
L503D99,51,16205,"Úzká",1,,0,0
L503D99,51,16206,"Modřice, Olympia",1,,1,0
L503D99,51,16207,"Úzká",1,,0,0
L503D99,51,16208,"Modřice, Olympia",1,,1,0
L503D99,51,16209,"Úzká",1,,0,0
L503D99,51,16210,"Modřice, Olympia",1,,1,0
L503D99,51,16211,"Úzká",1,,0,0
L503D99,51,16212,"Modřice, Olympia",1,,1,0
L503D99,51,16213,"Úzká",1,,0,0
L503D99,51,16214,"Modřice, Olympia",1,,1,0
L503D99,51,16215,"Úzká",1,,0,0
L503D99,51,16216,"Modřice, Olympia",1,,1,0
L503D99,51,16217,"Úzká",1,,0,0
L503D99,51,16218,"Modřice, Olympia",1,,1,0
L503D99,51,16219,"Úzká",1,,0,0
L503D99,51,16220,"Modřice, Olympia",1,,1,0
L504D99,35,16221,"Ústřední hřbitov",1,,1,0
L504D99,35,16222,"Ledce, obecní úřad",1,816,0,0
L504D99,35,16223,"Ústřední hřbitov",1,816,1,0
L504D99,35,16224,"Pohořelice, náměstí",1,,0,0
L504D99,35,16225,"Modřice, smyčka",1,,1,0
L510D99,35,16226,"Želešice, u dálnice",1,,0,1
L510D99,35,16227,"Modřice, smyčka",1,,1,1
L504D99,35,16228,"Pohořelice, náměstí",1,,0,0
L504D99,35,16229,"Modřice, smyčka",1,,1,0
L510D99,35,16230,"Želešice, u dálnice",1,,0,1
L510D99,35,16231,"Modřice, smyčka",1,,1,1
L504D99,35,16232,"Pohořelice, náměstí",1,,0,0
L504D99,35,16233,"Modřice, smyčka",1,,1,0
L510D99,35,16234,"Želešice, u dálnice",1,,0,1
L510D99,35,16235,"Modřice, smyčka",1,,1,1
L504D99,35,16236,"Pohořelice, náměstí",1,,0,0
L504D99,35,16237,"Modřice, smyčka",1,,1,0
L504D99,35,16238,"Pohořelice, náměstí",1,,0,0
L504D99,33,16239,"Pohořelice, náměstí",1,,0,0
L504D99,33,16240,"Modřice, smyčka",1,,1,0
L510D99,33,16241,"Želešice, u dálnice",1,,0,1
L510D99,33,16242,"Modřice, smyčka",1,,1,1
L504D99,33,16243,"Pohořelice, náměstí",1,,0,0
L504D99,33,16244,"Modřice, smyčka",1,,1,0
L510D99,33,16245,"Želešice, u dálnice",1,,0,1
L510D99,33,16246,"Modřice, smyčka",1,,1,1
L504D99,33,16247,"Pohořelice, náměstí",1,,0,0
L504D99,33,16248,"Modřice, smyčka",1,,1,0
L510D99,33,16249,"Želešice, u dálnice",1,,0,1
L510D99,33,16250,"Modřice, smyčka",1,,1,1
L504D99,33,16251,"Pohořelice, náměstí",1,,0,0
L504D99,33,16252,"Modřice, smyčka",1,,1,0
L509D99,35,16253,"Chrlické náměstí",2,,1,0
L509D99,35,16254,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16255,"Chrlické náměstí",2,,1,0
L509D99,35,16256,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16257,"Chrlické náměstí",2,,1,0
L509D99,35,16258,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16259,"Chrlické náměstí",2,,1,0
L509D99,35,16260,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16261,"Chrlické náměstí",2,,1,0
L509D99,35,16262,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16263,"Chrlické náměstí",2,,1,0
L509D99,35,16264,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16265,"Chrlické náměstí",2,,1,0
L509D99,35,16266,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16267,"Chrlické náměstí",2,,1,0
L509D99,35,16268,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16269,"Chrlické náměstí",2,,1,0
L509D99,35,16270,"Měnín, obchodní středisko",2,,0,0
L509D99,35,16271,"Chrlické náměstí",2,,1,0
L509D99,35,16272,"Měnín, obchodní středisko",2,,0,0
L510D99,33,16273,"Modřice, Olympia",1,,1,1
L510D99,33,16274,"Radostice, sokolovna",1,,0,1
L510D99,33,16275,"Modřice, Olympia",1,,1,1
L510D99,33,16276,"Hajany",1,,0,1
L510D99,33,16277,"Modřice, Olympia",1,,1,1
L510D99,33,16278,"Hajany",1,,0,1
L510D99,33,16279,"Modřice, Olympia",1,,1,1
L510D99,33,16280,"Radostice, sokolovna",1,,0,1
L510D99,33,16281,"Modřice, Olympia",1,,1,1
L510D99,33,16282,"Hajany",1,,0,1
L510D99,33,16283,"Modřice, Olympia",1,,1,1
L510D99,33,16284,"Hajany",1,,0,1
L510D99,33,16285,"Modřice, Olympia",1,,1,1
L510D99,33,16286,"Radostice, sokolovna",1,,0,1
L510D99,33,16287,"Modřice, Olympia",1,,1,1
L510D99,33,16288,"Hajany",1,,0,1
L510D99,33,16289,"Modřice, Olympia",1,,1,1
L510D99,33,16290,"Radostice, sokolovna",1,,0,1
L512D99,50,16291,"Modřice, železniční stanice",1,,1,0
L512D99,50,16292,"Dolní Kounice, Masarykovo nám.",1,,0,0
L154D99,50,16293,"Moravské Bránice, žel. st.",1,,1,0
L154D99,50,16294,"Dolní Kounice, Masarykovo nám.",1,,0,0
L512D99,50,16295,"Modřice, železniční stanice",1,,1,0
L512D99,50,16296,"Dolní Kounice, Masarykovo nám.",1,,0,0
L154D99,50,16297,"Moravské Bránice, žel. st.",1,,1,0
L154D99,50,16298,"Dolní Kounice, Masarykovo nám.",1,,0,0
L154D99,50,16299,"Moravské Bránice, žel. st.",1,,1,0
L154D99,50,16300,"Dolní Kounice, Masarykovo nám.",1,,0,0
L512D99,50,16301,"Modřice, železniční stanice",1,,1,0
L513D99,50,16302,"Jezeřany-Maršovice, točna",1,,0,0
L513D99,50,16303,"Modřice, železniční stanice",1,,1,0
L512D99,50,16304,"Kupařovice",1,,0,0
L512D99,50,16305,"Modřice, železniční stanice",1,,1,0
L512D99,50,16306,"Dolní Kounice, Masarykovo nám.",1,,0,0
L154D99,50,16307,"Moravské Bránice, žel. st.",1,,1,0
L154D99,50,16308,"Dolní Kounice, Masarykovo nám.",1,,0,0
L512D99,50,16309,"Modřice, železniční stanice",1,,1,0
L512D99,50,16310,"Kupařovice",1,,0,0
L512D99,50,16311,"Modřice, železniční stanice",1,,1,0
L512D99,50,16312,"Dolní Kounice, Masarykovo nám.",1,,0,0
L512D99,50,16313,"Modřice, železniční stanice",1,,1,0
L512D99,50,16314,"Kupařovice",1,,0,0
L512D99,50,16315,"Modřice, železniční stanice",1,,1,0
L513D99,50,16316,"Jezeřany-Maršovice, točna",1,,0,0
L512D99,50,16317,"Modřice, železniční stanice",1,,1,0
L512D99,50,16318,"Kupařovice",1,,0,0
L513D99,33,16319,"Modřice, železniční stanice",1,,1,0
L504D99,33,16320,"Pohořelice, náměstí",1,,0,0
L504D99,33,16321,"Modřice, smyčka",1,,1,0
L510D99,33,16322,"Želešice, u dálnice",1,,0,1
L510D99,33,16323,"Modřice, železniční stanice",1,,1,1
L513D99,33,16324,"Jezeřany-Maršovice, točna",1,,0,0
L513D99,33,16325,"Modřice, železniční stanice",1,,1,0
L513D99,33,16326,"Jezeřany-Maršovice, točna",1,,0,0
L513D99,33,16327,"Modřice, železniční stanice",1,,1,0
L510D99,33,16328,"Želešice, u dálnice",1,,0,1
L510D99,33,16329,"Modřice, železniční stanice",1,,1,1
L513D99,33,16330,"Jezeřany-Maršovice, točna",1,,0,0
L513D99,33,16331,"Modřice, železniční stanice",1,,1,0
L512D99,33,16332,"Dolní Kounice, Masarykovo nám.",1,,0,0
L154D99,33,16333,"Moravské Bránice, žel. st.",1,,1,0
L154D99,33,16334,"Dolní Kounice, Masarykovo nám.",1,,0,0
L520D99,33,16335,"Židlochovice, aut. st.",1,817,1,0
L514D99,33,16336,"Rajhrad, železniční stanice",1,817,1,0
L514D99,33,16337,"Blučina, obchodní středisko",1,,0,0
L514D99,33,16338,"Rajhrad, železniční stanice",1,,1,0
L514D99,33,16339,"Blučina, obchodní středisko",1,,0,0
L514D99,33,16340,"Rajhrad, železniční stanice",1,,1,0
L514D99,33,16341,"Židlochovice, aut. st.",1,818,0,0
L520D99,33,16342,"Přísnotice",1,818,0,0
L520D99,33,16343,"Židlochovice, aut. st.",1,819,1,0
L514D99,33,16344,"Rajhrad, železniční stanice",1,819,1,0
L514D99,33,16345,"Blučina, obchodní středisko",1,,0,0
L514D99,33,16346,"Rajhrad, železniční stanice",1,,1,0
L514D99,33,16347,"Židlochovice, aut. st.",1,820,0,0
L520D99,33,16348,"Přísnotice",1,820,0,0
L520D99,33,16349,"Židlochovice, aut. st.",1,821,1,0
L514D99,33,16350,"Rajhrad, železniční stanice",1,821,1,0
L514D99,33,16351,"Blučina, obchodní středisko",1,,0,0
L514D99,33,16352,"Rajhrad, železniční stanice",1,,1,0
L514D99,33,16353,"Židlochovice, aut. st.",1,822,0,0
L520D99,33,16354,"Přísnotice",1,822,0,0
L520D99,33,16355,"Židlochovice, aut. st.",1,823,1,0
L514D99,33,16356,"Rajhrad, železniční stanice",1,823,1,0
L514D99,33,16357,"Blučina, obchodní středisko",1,,0,0
L514D99,33,16358,"Rajhrad, železniční stanice",1,,1,0
L514D99,33,16359,"Židlochovice, aut. st.",1,824,0,0
L520D99,33,16360,"Přísnotice",1,824,0,0
L520D99,33,16361,"Židlochovice, aut. st.",1,825,1,0
L514D99,33,16362,"Rajhrad, železniční stanice",1,825,1,0
L514D99,33,16363,"Blučina, obchodní středisko",1,,0,0
L514D99,33,16364,"Rajhrad, železniční stanice",1,,1,0
L514D99,33,16365,"Blučina, obchodní středisko",1,,0,0
L521D99,36,16366,"Židlochovice, železniční stanice",1,,1,0
L521D99,36,16367,"Hustopeče, autobusové nádraží",1,,0,0
L521D99,36,16368,"Židlochovice, železniční stanice",1,,1,0
L521D99,36,16369,"Hustopeče, autobusové nádraží",1,,0,0
L521D99,36,16370,"Židlochovice, železniční stanice",1,,1,0
L521D99,36,16371,"Hustopeče, autobusové nádraží",1,,0,0
L543D99,36,16372,"Šakvice, železniční stanice",1,,1,0
L543D99,36,16373,"Hustopeče, autobusové nádraží",1,,0,0
L522D99,36,16374,"Židlochovice, železniční stanice",1,826,1,0
L505D99,36,16375,"Rajhrad, železniční stanice",1,826,0,0
L505D99,36,16376,"Židlochovice, železniční stanice",1,827,1,0
L522D99,36,16377,"Hustopeče, autobusové nádraží",1,827,0,0
L521D99,36,16378,"Židlochovice, železniční stanice",1,828,1,0
L505D99,36,16379,"Rajhrad, železniční stanice",1,828,0,0
L505D99,36,16380,"Židlochovice, železniční stanice",1,829,1,0
L522D99,36,16381,"Šitbořice, Nikolčická",1,829,0,0
L522D99,49,16382,"Židlochovice, železniční stanice",1,830,1,0
L505D99,49,16383,"Rajhrad, železniční stanice",1,830,0,0
L505D99,49,16384,"Židlochovice, železniční stanice",1,831,1,0
L522D99,49,16385,"Hustopeče, autobusové nádraží",1,831,0,0
L522D99,49,16386,"Židlochovice, železniční stanice",1,832,1,0
L505D99,49,16387,"Rajhrad, železniční stanice",1,832,0,0
L505D99,49,16388,"Židlochovice, železniční stanice",1,833,1,0
L522D99,49,16389,"Hustopeče, autobusové nádraží",1,833,0,0
L540D99,49,16390,"Dolní Věstonice",1,,1,0
L540D99,49,16391,"Hustopeče, autobusové nádraží",1,,0,0
L543D99,49,16392,"Šakvice, železniční stanice",1,,1,0
L543D99,49,16393,"Hustopeče, autobusové nádraží",1,,0,0
L522D99,49,16394,"Židlochovice, železniční stanice",1,834,1,0
L505D99,49,16395,"Rajhrad, železniční stanice",1,834,0,0
L505D99,49,16396,"Židlochovice, železniční stanice",1,835,1,0
L522D99,49,16397,"Hustopeče, autobusové nádraží",1,835,0,0
L543D99,49,16398,"Šakvice, železniční stanice",1,,1,0
L543D99,49,16399,"Hustopeče, autobusové nádraží",1,,0,0
L522D99,49,16400,"Židlochovice, železniční stanice",1,836,1,0
L505D99,49,16401,"Rajhrad, železniční stanice",1,836,0,0
L505D99,49,16402,"Židlochovice, železniční stanice",1,837,1,0
L522D99,49,16403,"Hustopeče, autobusové nádraží",1,837,0,0
L522D99,56,16404,"Židlochovice, železniční stanice",1,838,1,0
L505D99,56,16405,"Rajhrad, železniční stanice",1,838,0,0
L505D99,56,16406,"Židlochovice, železniční stanice",1,839,1,0
L522D99,56,16407,"Hustopeče, autobusové nádraží",1,839,0,0
L543D99,56,16408,"Šakvice, železniční stanice",1,,1,0
L543D99,56,16409,"Hustopeče, autobusové nádraží",1,,0,0
L522D99,56,16410,"Židlochovice, železniční stanice",1,840,1,0
L505D99,56,16411,"Rajhrad, železniční stanice",1,840,0,0
L505D99,56,16412,"Židlochovice, železniční stanice",1,841,1,0
L522D99,56,16413,"Hustopeče, autobusové nádraží",1,841,0,0
L543D99,56,16414,"Šakvice, obecní úřad",1,,1,0
L543D99,56,16415,"Hustopeče, autobusové nádraží",1,,0,0
L522D99,56,16416,"Židlochovice, železniční stanice",1,842,1,0
L505D99,56,16417,"Rajhrad, železniční stanice",1,842,0,0
L505D99,56,16418,"Židlochovice, železniční stanice",1,843,1,0
L522D99,56,16419,"Hustopeče, autobusové nádraží",1,843,0,0
L540D99,56,16420,"Dolní Věstonice",1,,1,0
L540D99,56,16421,"Hustopeče, autobusové nádraží",1,,0,0
L522D99,56,16422,"Židlochovice, železniční stanice",1,844,1,0
L505D99,56,16423,"Rajhrad, železniční stanice",1,844,0,0
L505D99,56,16424,"Židlochovice, železniční stanice",1,845,1,0
L522D99,56,16425,"Hustopeče, autobusové nádraží",1,845,0,0
L543D99,56,16426,"Šakvice, železniční stanice",1,,1,0
L543D99,56,16427,"Hustopeče, autobusové nádraží",1,,0,0
L174D99,33,16428,"Drnholec",1,846,0,0
L530D99,33,16429,"Vranovice, žel.st.",1,846,1,0
L530D99,33,16430,"Drnholec",1,847,0,0
L174D99,33,16431,"Nový Přerov",1,847,1,0
L174D99,33,16432,"Drnholec",1,848,0,0
L530D99,33,16433,"Vranovice, žel.st.",1,848,1,0
L530D99,33,16434,"Drnholec",1,,0,0
L530D99,33,16435,"Vranovice, žel.st.",1,,1,0
L530D99,33,16436,"Drnholec",1,849,0,0
L174D99,33,16437,"Nový Přerov",1,849,1,0
L174D99,33,16438,"Drnholec",1,850,0,0
L530D99,33,16439,"Vranovice, žel.st.",1,850,1,0
L530D99,33,16440,"Drnholec",1,851,0,0
L174D99,33,16441,"Nový Přerov",1,851,1,0
L174D99,33,16442,"Drnholec",1,852,0,0
L530D99,33,16443,"Vranovice, žel.st.",1,852,1,0
L530D99,33,16444,"Drnholec",1,853,0,0
L174D99,33,16445,"Nový Přerov",1,853,1,0
L540D99,33,16446,"Hustopeče, autobusové nádraží",1,,0,0
L543D99,33,16447,"Šakvice, železniční stanice",1,,1,0
L543D99,33,16448,"Hustopeče, autobusové nádraží",1,,0,0
L540D99,33,16449,"Mikulov, železniční stanice",1,,1,0
L540D99,33,16450,"Hustopeče, autobusové nádraží",1,,0,0
L540D99,33,16451,"Mikulov, železniční stanice",1,,1,0
L540D99,33,16452,"Hustopeče, autobusové nádraží",1,,0,0
L540D99,33,16453,"Mikulov, železniční stanice",1,,1,0
L550D99,33,16454,"Velké Pavlovice, autobusové nádraží",1,,0,0
L550D99,33,16455,"Mikulov, železniční stanice",1,,1,0
L540D99,33,16456,"Hustopeče, autobusové nádraží",1,,0,0
L540D99,33,16457,"Mikulov, železniční stanice",1,,1,0
L541D99,33,16458,"Hustopeče, autobusové nádraží",1,,1,0
L543D99,33,16459,"Šakvice, obecní úřad",1,,1,0
L543D99,33,16460,"Hustopeče, autobusové nádraží",1,,0,0
L541D99,33,16461,"Velké Hostěrádky, obecní úřad",1,,0,0
L541D99,33,16462,"Hustopeče, autobusové nádraží",1,,1,0
L541D99,33,16463,"Velké Hostěrádky, obecní úřad",1,,0,0
L541D99,33,16464,"Hustopeče, autobusové nádraží",1,,1,0
L543D99,33,16465,"Šakvice, železniční stanice",1,,1,0
L543D99,33,16466,"Hustopeče, autobusové nádraží",1,,0,0
L541D99,33,16467,"Velké Hostěrádky, obecní úřad",1,,0,0
L551D99,33,16468,"Velké Pavlovice, autobusové nádraží",1,854,1,0
L542D99,33,16469,"Břeclav, autobusové nádraží",1,854,1,0
L542D99,33,16470,"Hustopeče, autobusové nádraží",1,,0,0
L542D99,33,16471,"Břeclav, autobusové nádraží",1,,1,0
L542D99,33,16472,"Velké Pavlovice, autobusové nádraží",1,855,0,0
L551D99,33,16473,"Klobouky u Brna, náměstí",1,855,0,0
L542D99,33,16474,"Břeclav, Gumotex",1,,1,0
L542D99,33,16475,"Hustopeče, autobusové nádraží",1,,0,0
L542D99,33,16476,"Břeclav, autobusové nádraží",1,,1,0
L542D99,33,16477,"Hustopeče, autobusové nádraží",1,,0,0
L542D99,33,16478,"Břeclav, autobusové nádraží",1,,1,0
L542D99,33,16479,"Hustopeče, autobusové nádraží",1,,0,0
L543D99,33,16480,"Šakvice, obecní úřad",1,,1,0
L543D99,33,16481,"Hustopeče, autobusové nádraží",1,,0,0
L542D99,33,16482,"Břeclav, autobusové nádraží",1,,1,0
L542D99,33,16483,"Velké Pavlovice, autobusové nádraží",1,,0,0
L551D99,36,16484,"Klobouky u Brna, náměstí",1,,0,0
L551D99,36,16485,"Velké Pavlovice, autobusové nádraží",1,856,1,0
L542D99,36,16486,"Břeclav, autobusové nádraží",1,856,1,0
L542D99,36,16487,"Velké Pavlovice, autobusové nádraží",1,857,0,0
L551D99,36,16488,"Klobouky u Brna, náměstí",1,857,0,0
L551D99,36,16489,"Velké Pavlovice, autobusové nádraží",1,,1,0
L551D99,36,16490,"Klobouky u Brna, náměstí",1,,0,0
L551D99,36,16491,"Velké Pavlovice, autobusové nádraží",1,,1,0
L551D99,36,16492,"Klobouky u Brna, náměstí",1,,0,0
L555D99,37,16493,"Lednice, náměstí",1,,1,0
L555D99,37,16494,"Valtice, aut. st.",1,,0,0
L555D99,37,16495,"Podivín, železniční stanice",1,,1,0
L555D99,37,16496,"Valtice, aut. st.",1,,0,0
L555D99,37,16497,"Podivín, železniční stanice",1,,1,0
L555D99,37,16498,"Valtice, Úvaly, na konci",1,,0,0
L555D99,37,16499,"Podivín, železniční stanice",1,,1,0
L555D99,37,16500,"Valtice, aut. st.",1,,0,0
L555D99,37,16501,"Podivín, železniční stanice",1,,1,0
L555D99,37,16502,"Valtice, Úvaly, na konci",1,,0,0
L555D99,37,16503,"Podivín, železniční stanice",1,,1,0
L555D99,37,16504,"Valtice, aut. st.",1,,0,0
L555D99,37,16505,"Podivín, železniční stanice",1,,1,0
L555D99,37,16506,"Valtice, aut. st.",1,,0,0
L556D99,33,16507,"Hodonín, autobusové nádraží",1,,1,0
L556D99,33,16508,"Prušánky, obecní úřad",1,,0,0
L556D99,33,16509,"Hodonín, autobusové nádraží",1,,1,0
L556D99,33,16510,"Podivín, železniční stanice",1,,0,0
L556D99,33,16511,"Prušánky, obecní úřad",1,,1,0
L556D99,33,16512,"Podivín, železniční stanice",1,,0,0
L556D99,33,16513,"Hodonín, autobusové nádraží",1,,1,0
L556D99,33,16514,"Prušánky, obecní úřad",1,,0,0
L556D99,33,16515,"Hodonín, autobusové nádraží",1,,1,0
L556D99,33,16516,"Podivín, železniční stanice",1,,0,0
L564D99,57,16517,"Břeclav, Stará Břeclav, křižovatka Ladná",2,858,0,1
L564D99,57,16518,"Břeclav, Městský hřbitov",2,858,1,1
L562D99,57,16519,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16520,"Břeclav, Městský hřbitov",2,,1,1
L564D99,57,16521,"Břeclav, Stará Břeclav, křižovatka Ladná",2,859,0,1
L564D99,57,16522,"Břeclav, Městský hřbitov",2,859,1,1
L564D99,57,16523,"Břeclav, Stará Břeclav, křižovatka Ladná",2,860,0,1
L564D99,57,16524,"Břeclav, Městský hřbitov",2,860,1,1
L562D99,57,16525,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16526,"Břeclav, Městský hřbitov",2,,1,1
L562D99,57,16527,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16528,"Břeclav, Městský hřbitov",2,,1,1
L568D99,57,16529,"Břeclav, Poštorná, Valtická, točna",2,,0,1
L568D99,57,16530,"Břeclav, autobusové nádraží",2,,1,1
L564D99,57,16531,"Břeclav, Stará Břeclav, křižovatka Ladná",2,861,0,1
L564D99,57,16532,"Břeclav, Městský hřbitov",2,861,1,1
L564D99,57,16533,"Břeclav, Stará Břeclav, křižovatka Ladná",2,862,0,1
L564D99,57,16534,"Břeclav, autobusové nádraží",2,862,1,1
L564D99,57,16535,"Břeclav, Stará Břeclav, křižovatka Ladná",2,863,0,1
L569D99,57,16536,"Břeclav, Charvátská N. Ves, Obránců míru",2,863,1,1
L562D99,57,16537,"Břeclav, autobusové nádraží",2,,1,1
L562D99,33,16538,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,33,16539,"Břeclav, Městský hřbitov",2,,1,1
L562D99,33,16540,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,33,16541,"Břeclav, Městský hřbitov",2,,1,1
L562D99,33,16542,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,33,16543,"Břeclav, Městský hřbitov",2,,1,1
L562D99,33,16544,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,33,16545,"Břeclav, Městský hřbitov",2,,1,1
L562D99,33,16546,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,33,16547,"Břeclav, Městský hřbitov",2,,1,1
L562D99,33,16548,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,33,16549,"Břeclav, Městský hřbitov",2,,1,1
L562D99,33,16550,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L564D99,33,16551,"Břeclav, Stará Břeclav, křižovatka Ladná",2,864,0,1
L564D99,33,16552,"Břeclav, autobusové nádraží",2,864,1,1
L562D99,33,16553,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L568D99,57,16554,"Břeclav, Poštorná, Valtická, točna",2,,0,1
L568D99,57,16555,"Břeclav, autobusové nádraží",2,,1,1
L564D99,57,16556,"Břeclav, Stará Břeclav, křižovatka Ladná",2,865,0,1
L564D99,57,16557,"Břeclav, Městský hřbitov",2,865,1,1
L562D99,57,16558,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16559,"Břeclav, Městský hřbitov",2,,1,1
L564D99,57,16560,"Břeclav, Stará Břeclav, křižovatka Ladná",2,866,0,1
L564D99,57,16561,"Břeclav, autobusové nádraží",2,866,1,1
L562D99,57,16562,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16563,"Břeclav, Městský hřbitov",2,,1,1
L564D99,57,16564,"Břeclav, Stará Břeclav, křižovatka Ladná",2,867,0,1
L564D99,57,16565,"Břeclav, autobusové nádraží",2,867,1,1
L564D99,57,16566,"Břeclav, Stará Břeclav, křižovatka Ladná",2,868,0,1
L564D99,57,16567,"Břeclav, autobusové nádraží",2,868,1,1
L564D99,57,16568,"Břeclav, Stará Břeclav, křižovatka Ladná",2,869,0,1
L564D99,57,16569,"Břeclav, Městský hřbitov",2,869,1,1
L562D99,57,16570,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16571,"Břeclav, Městský hřbitov",2,,1,1
L562D99,57,16572,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16573,"Břeclav, Městský hřbitov",2,,1,1
L562D99,57,16574,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16575,"Břeclav, Městský hřbitov",2,,1,1
L562D99,57,16576,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16577,"Břeclav, Městský hřbitov",2,,1,1
L562D99,57,16578,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16579,"Břeclav, Městský hřbitov",2,,1,1
L562D99,57,16580,"Břeclav, Charvátská N. Ves, Obránců míru",2,,0,1
L562D99,57,16581,"Břeclav, Městský hřbitov",2,,1,1
L564D99,57,16582,"Břeclav, Stará Břeclav, křižovatka Ladná",2,870,0,1
L564D99,57,16583,"Břeclav, autobusové nádraží",2,870,1,1
L568D99,57,16584,"Břeclav, Poštorná, Valtická, točna",2,,0,1
L568D99,57,16585,"Břeclav, autobusové nádraží",2,,1,1
L564D99,57,16586,"Břeclav, Stará Břeclav, křižovatka Ladná",2,871,0,1
L564D99,57,16587,"Břeclav, Městský hřbitov",2,871,1,1
L564D99,57,16588,"Břeclav, Stará Břeclav, křižovatka Ladná",2,872,0,1
